song,text,label
Het Laatste Rondje,"De kastelein schenkt nog wat in,  

en kijk dan op z'n klok, 

het is de hoogste tijd, 

iedereen drinkt snel z'n glas leeg, 

de laatste wordt getapt, 

'n juke-box die plots zweeg. 

 

't Is de hoogste tijd wordt er geroepen, 

uit de hoek,  

de bonnen liggen klaar, 

ach mag ik vanavond poffen, 

vraagt 'n mannenstem, 

betaal jij morgen maar. 

 

Het is tijd, de hoogste tijd, 

u wordt bedankt voor weer 'n avond gezelligheid, 

dag mevrouw en dag meneer, 

u komt hier toch weer.  

 

Er wordt aan de bel getrokken, 

de laatste is van mij, 

dan gaan we snel naar huis,

+

nou vooruit de allerlaatste

- 

wie denkt er aan mij, 

ik heb toch ook 'n huis. 

 

Aan de tafel in de hoek, 

daar zit 'n man alleen, 

en staart voor zich uit, 

straks wordt hij weer snel vergeten, 

hij denkt waar kan ik heen, 

ik heb geen rooie duit.  

 

Het is tijd, de hoogte tijd, 

u wordt bedankt voor weer 'n avond gezelligheid, 

dag mevrouw en dag meneer, 

u komt hier toch weer. 

 

De kelner roept kom op nou mensen, 

't is de hoogste tijd, 

ook ik heb 'n gezin, 

want zij weet hoe laat we sluiten, 

kom ik thuis te laat, 

mag ik er niet meer in. 

 

Nog 'n mop en even lachen, dan is het voorbij, 

de zaak die is nu leeg, 

lege flessen en wat pinda's liggen op de grond, 

de juke-box die plots zweeg. 

 

Het is tijd, de hoogste tijd, 

u wordt bedankt voor weer 'n avond gezelligheid, 

dag mevrouw en dag meneer, 

u kom hier toch weer.",hazes
Voor Altijd Bij Jou,"Voor altijd bij jou 

Dat waren enkel maar dromen 

Voor altijd met mij 

Dat had ik nooit gedacht 

 

Mijn hart zat op slot 

Maar jij bracht de sleutel 

Mijn hart ging snel over  

En gat nooit meer op slot 

 

Voor altijd bij jou 

Moet ik dit toch geloven 

Echt niet meer alleen 

Zo anders voor mij 

 

Dat vreemde gevoel 

Had ik nooit gekend 

Ik heb veel moeten missen 

Maar je bent hier altijd 

 

Mijn hart zat op slot 

Maar jij bracht de sleutel 

Voor altijd bij mij 

Dat had ik nooit verwacht 

 

Voor altijd bij mij  

Dat had ik nooit verwacht",hazes
De Zon Schijnt Ook Voor Jou,"Begrijp jij nog steeds niet wat ik zeggen wil 

Waarom doe je nooit eens mee, ga er eens uit 

Jij weet toch ook dat het leven niet eeuwig duurt 

Pak de draad op en leef niet achteruit 

 

refr.: 

   Want voor jou zal zeker ook de zon gaan schijnen 

   Jij zal dan zien, op deze wereld hoor jij thuis 

   Wil jij zo leven, iedere dag gesloten gordijnen 

   Jij komt nooit verder dan de voordeur van je huis 

   Ik weet, het is makkelijk praten maar je moet er toch eens uit 

   Heb je dat zelf niet in de gaten, kijk vanaf nu dan toch weer vooruit 

   Want voor jou zal zeker ook de zon gaan schijnen 

   Jij zal dan zien, op deze wereld hoor jij thuis 

 

Waarom jij hier voor koos, nee dat begrijp ik niet 

Vertel me, waarom heb je zo'n verdriet 

Ik weet als jij met me praat, ik je helpen kan 

Je zal zeggen, ik kan de wereld weer aan 

 

refr.  

 

Want voor jou zal zeker ook de zon gaan schijnen 

Jij zal dan zien, op deze wereld hoor jij thuis 

Wil jij zo leven, iedere dag gesloten gordijnen 

Jij komt nooit verder dan de voordeur van je huis",hazes
Mijn Concurrent,"Als jij me had gezegd

Dat je komen zou m'n schat

Dat had ik zonder meer

M'n huis aan kant gehad

Ik loop even naar de kroeg

En koop daar 'n flesje wijn

Dat jij nog aan me denkt

Dat vind ik erg fijn



Zeg 't maar, wat brengt jou hierheen

Er zit je iets dwars, draai er niet omheen

Ja ik weet, dat je vriend jou bedriegt

Als hij weer laat moet werken, weet ik dat hij liegt



Het is toch geen probleem

Als je blijven wilt bij mij

Ik slaap wel op de grond

Hier aan je zij

Zo vaak lag ik te dromen

Dat dit eens gebeuren zou

Ach schat, wat ben ik blij dat jij hier bent

Ik was toch zo jaloers op jouw vent

Dat ik het nu toch winnen ga van hem mijn concurrent



Leg je arm om me heen

Zeg dat je 't fijn vindt hier bij mij

En huil maar lekker uit

Dan voel je je weer vrij

Toe sluit nu maar je ogen

Te lang was jij bij hem

Beloof me dat je altijd bij me blijft

Hij jou niet met z'n leugens weer verdrijft

Ja eindelijk heb ik hem dan verslagen mijn concurrent",hazes
Jij hebt gelijk m'n schat,"De kans die jij me gaf, 

heb ik verspeelt m'n schat

Ik voel me nu zo dom,

maar dat is nu te laat

M'n koffer staat al buiten

waar kan ik nu nog heen

Je hebt gelijk,

ik was niet goed, ik deed gemeen

Jij hebt gelijk m'n schat,

ja echt gelijk m'n schat



Ik stond er niet bij stil toen zij hier naast me lag

Ik dacht dat jij dat echt nooit te wete kwam

Maar jij hebt zoveel vrienden, 

daar stond ik niet bij stil,

daar zitten er 2 tussen die mijn plekje wil

Maar je hebt gelijk m'n schat,

ja echt gelijk m'n schat



Ik wil je nog bedanken,

jij was goed voor mij

Maar dat is nu voorbij

Wees nu niet boos meer op mij

Jij bent nu vrij

Ja alle schuld ligt bij mij



Ik zal je nooit meer terug zien, 

maar jij zit in m'n hart

Hoe kon ik ooit zo stom zijn, 

We hebben het zo goed gehad

Mag ik je nog wel vragen, 

of ik iets voor je kan doen

ik weet dat je me liever ziet gaan 

en dat je mij nu echt niet meer staan

Dit heb ik zelf gedaan



Jij hebt gelijk m'n schat,

ja echt gelijk m'n schat

Toch blijf je in m'n hart

Ja echt gelijk m'n schat",hazes
Laat Ze Leven,"Kijk om je heen 

Is het niet mooi  

Om dit nog mee te maken 

Een boom nog vol met groen 

Kijk maar goed want straks is het kapot 

We moeten luisteren wat ze zeggen 

Straks zie je het niet meer 

Wie krijgt de klappen 

Natuurlijk de kinderen weer 

 

refr.: 

   Zijn we nou gek of maakt het ons niet uit 

   Misschien zullen wij nu onze goede wil laten zien 

   Laat ze leven, laat ze denken 

   Laat ze weten dat jij wel wil 

   Nu kunnen wij nog gaan beseffen 

   Dat hun toekomst nog in onze handen is 

 

Pak die laatste kand 

Want echt we kunnen er nu nog iets aan doen 

Het zou niet eerlijk zijn 

Als je moet zeggen, m'n jongen 

Dat was allemaal groen 

Straks sta je voor je eigen kind 

En die zegt dan tegen jou 

Bedankt voor het levven 

Bedankt voor alles wat nu stinkt 

 

refr. 

 

Laat ze leven, laat ze denken 

Laat ze weten dat jij wel wil 

Nu kunnen wij nog gaan beseffen 

Dat hun toekomst nog in onze handen is 

 

Laat ze leven, laat ze denken 

Laat ze weten dat wij, dat wij wel willen 

Nu kunnen wij nog gaan beseffen 

Dat hun toekomst nog in onze handen is",hazes
Terug Bij Mij,"Had ik het niet gezegd, je komt terug bij mij 

Had ik het niet gezegd, ik liet je altijd vrij 

Je liet weten, waar je bent geweest 

Dat kan ik wel raden 

Maar het maakt me niets uit 

Ach, je bent weer terug bij me 

Waarover zou ik moeten zeuren 

Na regen zal de zon weer schijnen 

Ik wist dat jij weer bij me terug zou komen 

 

refr.: 

    Nu lig je weer bij mij tussen m'n armen 

    Ik streel je door je haar, je ligt te slapen 

    Mijn hart bonkt in mijn keel, dat mag je weten 

    Wat miste ik jou, hoeveel miste jij mij 

    Nu lig je weer bij mij tussen m'n armen 

    Zou je voor altijd willen verwarmen 

    Ach, ik wist jij dacht in al je dromen 

    Ik moet uit die wereld, ik wil weer terug naar jou 

 

Had ik het niet gezegd, het leven gaat voorbij 

Had ik het niet gezegd, dat deel je straks met mij 

Ik moet je eerlijk zeggen, ik ben zo blij met jou 

Ik waardeer je zo, vooral als vrouw 

Je hebt het recht je eigen te bewijzen 

En jezelf de hoogte in te prijzen 

Maar laat me alles met je delen 

Dan kan mij de wereld niets meer schelen 

 

refr.",hazes
De Vakantie Van De Eeuw,"Jij zat lekker in de zon 

Ik zag je voor het eerst vanaf mijn balkon 

Ik vroeg je: Is dit plekje vrij 

Je gaf geen antwoord, je lachte wel naar mij 

 

Het werd de vakantie van deze eeuw 

Ik had het warm ondanks een dik pak sneeuw 

 

's Avonds bij de open haard 

dronken wij een heerlijk glas warme wijn 

Ik werd echt verliefd op jou 

Hoeveel keer had ik gezegd dat ik van je hou? 

 

refr.: 

    Het was alleen maar feesten 

    Het was alleen maar drinken 

    Het leven stond voor ons toen heel even stil 

    Ach, het waren mooie weken 

    Die eigenlijk jaren leken 

    Ik zou je graag weer zien, dat is wat ik wil 

 

Het werd de vakantie van deze eeuw 

Ik had het warm ondanks een dik pak sneeuw 

 

refr. 

 

Dat is wat ik wil",hazes
Moeder's Brief,"Als je met kerst alleen zit in je cel

Is er niets mooiers dan `t krijgen van een brief

Vooral als die geschreven is door je eigen moeder



Het is nu kerst je moeder laat je weten

Al zit je vast ik kan jou niet vergeten

Het is negen uur je vader is naar bed

En in mijn handen heb ik jou portret

Het is stil in huis maar voordat ik ga leggen

Oh jongen lief moet ik je nog wat zeggen

Dat ik van narigheid geen raad meer weet

Dat ik geen rustig stukkie brood meer eet



Ik lig soms heel de nacht van jou te dromen

Totdat de tranen in mijn ogen komen

Ik ben al oud het maakt me zo kapot

Het is toch zo hart dat ik jou missen mot

En vader wil jouw naam in huis niet horen

Dat heeft ie mij daarnet nog zo bezworen

Wanneer ik soms maar even van jou praat

Vloekt hij mij stijf je weet wel hoe dat gaat



Ik voel de slaap al in m`n ogen komen

Je moeder gaat nu zeker van je dromen

Want als ik jou niet met de kerst mag zien

Zie ik je in m`n droom vannacht misschien

Dan zie ik jou in het hoekkie zitten roken

En sta ik bij `t fornuis de pot te koken

Vergeet je moeder niet oh jongen lief

De lamp gaat uit ik eindig nu m`n brief

De lamp gaat uit ik eindig nu m`n brief",hazes
Jij bent het leven voor mij,"Je zei me dat je altijd blijft bij mij

Maar die belofte ging heel snel voorbij

Een foto aan de wand

Wij samen hand in hand

ik weet nu je houd niet meer van mij



Doe ik mijn ogen dicht dan zie ik jou

Jij was voor mij de allermooiste vrouw

Waarom ging jij nou weg?

Geloof me als ik zeg

dat ik nog heel veel van je houd!



Toch zal ik wachten 

dagen en nachten

en blijven hopen

want ik kan jou niet vergeten

als ik je stem hoor

ben ik verloren

wat ik bij voel

dat is het leven voor mij



Je zei me dat je altijd blijft bij mij

Maar die belofte ging heel snel voorbij

Een foto aan de wand

Wij samen hand in hand

ik weet nu je houd niet meer van mij



Doe ik mijn ogen dicht dan zie ik jou

Jij was voor mij de allermooiste vrouw

Waarom ging jij nou weg?

Geloof me als ik zeg

dat ik nog heel veel van je houd!



Waarom ging jij nou weg?

Geloof me als ik zeg

dat ik nog heel veel van je houd!",hazes
Een Vriend,"Jaren lang was jij mijn gabber

als een broer hield ik van jou

k zie je nog daar op de stoep staan

je stond te rillen van de kou

Zonder huis en zonder centen

zelfs je vrouw ook die was je kwijt

Ik zei: kom zo lang hier wonen

maar daarvan heb ik nu spijt



Hielp ik je daarom uit de goot

was dan jou vriendschap niet zo groot

Hoe vaak lag jij daar in mijn bed

Zag jij nooit van je vriend, aan de muur zijn trouwportret

ging er dan echt niets door je heen,

ben jij zo hard en zo gemeen,

maar alles is voorbij, je nam haar weg van mij,

het is jammer, onze vriendschap is voorbij



nooit vroeg ik aan jou een stuiver

dat je mee-at was gewoon

zelfs als jij een keer wou stappen

gaf ik jou iets van mijn loon

k gaf je alles, zelfs mijn kleren

want een vriend die laat je niet staan

ben je alles dan vergeten

waarom deed je mij dit aan



Hielp ik je daarom uit de goot

was dan jou vriendschap niet zo groot

hoe vaak lag jij daar in mijn bed

zag jij nooit van je vriend aan de muur zijn trouwportret

ging er dan echt niets door je heen

ben je zo hard en zo gemeen

maar alles is voorbij

je nam haar weg van mij

wat een vriend ja wat een vriend was jij voor mij



Hielp ik je daarom uit de goot

was dan jou vriendschap niet zo groot

hoe vaak lag jij daar in mijn bed

zag jij nooit van je vriend aan de muur zijn trouwportret

ging er dan echt niets door je heen

ben je zo hard en zo gemeen

maar alles is voorbij

je nam haar weg van mij

wat een vriend ja, wat een vriend was jij voor mij",hazes
Nee nooit meer,"Ik hoef jou toch niets uit te leggen

Er valt van mijn kant niets te zeggen

Het is echt over, laat me gaan schat

Ik weet nu wel wat ik aan jou had

Toe zeur nou niet meer over kleine dingen

Om hier te blijven kan je mij niet dwingen

Ik dacht dat ik het goed deed schat

Waarom was jij niet trouw



Refrein

Nee, nooit meer

Nee, nooit meer

Nee, nooit meer

Zal ik zeggen ik hou van jou

Nooit hoef jij meer iets te zeggen

Wat je deed mij uit te leggen

Laat me vrij

Dan zul je merken wat je hebt gedaan



Laat me gaan voordat ik mij nu nog bedenk

Oehoe

Hier mijn ring dat is mijn laatste geschenk  



Er waren zoveel van die nachten

Dat jij niet thuis kwam, ik maar wachten

Denk jij dat ik dat zomaar kan vergeten

Nee dat had jij toch beter kunnen weten

Je bent nog jong je kan op nieuw beginnen

Laat mij maar gaan met alle pijn van binnen

Wat was ik dom dat ik je zo vertrouwde

Oehoe



Refrein 

Nee, nooit meer

Nee, nooit meer

Nee, nooit meer

Zal ik zeggen ik hou van jou

Nooit hoef jij meer iets te zeggen

Wat je deed mij uit te leggen

Laat me vrij dan zul je merken wat je hebt gedaan



Ooohhoo

Nee, oh nee nooit meer

Nee, nee nooit meer

Nee, nooit meer



Ooohhoo nee oh nee nooit meer baby

Nee nee nooit meer oh nee

Neehee

Nee oh nee oh nee nooit meer oh nee

Nee nooit meer oh nee

Neehee",hazes
Het Is Koud Zonder Jou,"Ik zit hier nu al uren

door het raam kijk ik op straat

Ik weet dat jij niet komt, maar ik heb hoop

het regent, en de druppels, ik tel ze op mijn raam

ik kom niet ver, want steeds hoor ik je naam

het is koud zonder jou

maar toch blijf ik je trouw



refrein:

Ik hoef je niet te zeggen dat ik van je hou

als je in mijn ogen kijkt zegt dat genoeg

moet ik je dan steeds zeggen:

Schat ik hou van jou!

ik gaf je alles wat je mij ook vroeg

het is stil

alleen in huis

alsjeblieft kom toch weer thuis



ik hoef je niet te zeggen dat ik van je hou

als je in mijn ogen kijkt zegt dat genoeg



de avond is gevallen

de lichten zijn al aan

voor me ligt alweer een lange nacht

hoe lang zal dit nog duren

mijn ramen die beslaan

met m'n vingers schrijf ik langzaam je naam

het is koud zonder jou

maar toch blijf ik je trouw



refrein.",hazes
Uit mijn bol,"Waarom ben jij niet hier,

je weet, ik mis je zo,

Wat gaat er om in jou,

je bent een and're vrouw,



Je bent zo vaag en stil,

je zegt geen woord,

Toe zeg me wat het is,

misschien kan ik nog redden, wat je mist,



Het is geen schim meer,

van ons leven, hoe het was,

Je ging het huis uit,

zonder koffer, zonder tas,



Je bent zo vaag en stil,

je zegt geen woord,

Ik kan niet zonder jou,

wil jij niet een keer praten, alsjeblieft,



De wereld draait voor jou,

je hoort er nog steeds bij,



Je bent zo vaag en stil,

je zegt geen woord,

Toe zeg me wat het is,

Geniet, 't is zo weer voorbij

Voorbij



Je bent zo vaag en stil,

je zegt geen woord,

Toe zeg me wat het is,

kom praat nog een keer met mij,

Met mij.",hazes
Sorry,"Sorry

Wat ik je zeggen wil is sorry

maar jij gaat weg het is voorbij

ja echt voorbij

echt voorbij



Sorry

ja ik moet gaan 

maar ik zeg sorry

ik weet het is mischien wel hard

maar ik ga weg

het is te laat



Stilte

het maakt me bang

die grote stilte

je was zo druk het is voorbij

dat is voorbij

ja echt voorbij



alleen jij

weet wat ik om je geef

ik heb voor jou geleeft

we blijven vrienden

alleen jij 

weet dat ik van je hou

maar het is te laat

het is over



Spullen

ik heb van jou nog zoveel spullen

mag ik ze houden hier bij mij

alleen voor mij 

alleen voor mij



Brieven

ik heb van jou nog zoveel brieven

ik zal ze lezen iedere dag

als ik jou weer zie

jou weer zie



Alleen jij

weet wat ik om je geef

ik heb voor jou geleeft

we blijven vrienden

alleen jij

weet dat ik van je hou

maar het is te laat

het is over 

Alleen jij

weet wat ik om je geef

ik heb voor jou geleeft

we blijven vrienden

Alleen jij

weet dat ik van je hou

maar het is te laat

het is over",hazes
Wat ik ook doe,"Ik zat op je te wachten,

maar jij kwam niet naar mij.

Ik probeerde je te bellen,

je was er niet voor mij.

Maar ik begrijp het is voorbij,

ach ik weet het wel zeker,

Maar ik vindt het zo raar.



De zon is weg.

Voel een druppel hier en daar.

Ach dat komt me goed uit,

want dan zie je me tranen niet.

Men hele leven heb ik alleen gestaan,

het lukt nooit ik vraag me steeds af,

wat heb ik gedaan.



Wat ik ook doe,

het zal mij echt nooit lukken.

Ik doe iets fout,

ik zie alles mislukken.

Het is al zo moeilijk,

je bent zo alleen.

Ook ik wil warmte,

ik ben toch niet van steen.



Jaloers kan ik kijken,

naar die mensen op het terras.

Ze lachen en gedronken,

ik zou dat ik daar was.

Maar het leven al gaat toch door.

De wereld zal draaien,

dat is alles wat ik altijd hoor





Wat ik ook doe,

het zal mij echt nooit lukken.

Ik doe iets fout,

ik zie alles mislukken.

Het is al zo moeilijk,

je bent zo alleen.

Ook ik wil warmte,

ik ben toch niet van steen.



Men hele leven,

heb ik alleen gestaan.

Ooh ik vraag me steeds af.

WAT HEB IK GEDAAN!!



Wat ik ook doe,

het zal mij echt nooit lukken.

Ik doe iets fout,

ik zie alles mislukken.

Het is al zo moeilijk,

je bent zo alleen.

Ook ik wil warmte,

ik ben toch niet van steen.



~. Einde .~",hazes
